sleep_hours,screen_time,exercise_minutes,daily_pending_tasks,interruptions,fatigue_level,social_hours,coffee_cups,diet_quality,weather,mood_score,stress_level
8.01,4.52,7.23,1.00,3.00,0.69,1.09,0.00,average,sunny,7.88,1.00
7.32,5.02,9.98,5.00,3.00,5.79,0.88,0.00,good,snowy,7.06,3.34
5.87,4.35,3.96,4.00,1.00,5.74,3.61,2.00,average,sunny,5.39,2.21
6.52,4.67,17.26,3.00,3.00,3.13,2.65,1.00,good,sunny,8.11,1.00
5.81,5.42,63.39,5.00,6.00,6.66,3.07,3.00,average,sunny,10.00,4.47
8.61,3.01,13.99,0.00,3.00,3.09,2.89,1.00,good,rainy,9.51,1.00
7.03,2.97,1.73,1.00,2.00,6.66,1.80,1.00,average,rainy,5.37,1.00
9.85,2.22,19.35,1.00,6.00,5.48,3.63,3.00,good,cloudy,10.00,1.00
6.91,1.80,8.32,4.00,4.00,2.08,1.31,0.00,good,snowy,8.56,1.28
5.94,2.57,38.75,2.00,3.00,4.28,4.01,1.00,average,snowy,10.00,1.00
4.73,5.32,11.41,6.00,6.00,5.29,2.12,0.00,good,cloudy,6.35,5.36
4.30,3.21,4.28,1.00,2.00,5.60,3.79,2.00,average,rainy,4.72,1.00
4.62,6.03,4.24,4.00,3.00,7.07,0.95,1.00,average,snowy,4.14,2.93
7.40,5.07,29.29,4.00,10.00,7.32,1.57,0.00,average,cloudy,10.00,3.80
7.76,1.06,6.17,1.00,7.00,4.52,0.40,1.00,poor,sunny,8.80,1.00
4.63,6.31,29.15,2.00,4.00,6.12,3.04,1.00,average,snowy,8.60,2.85
8.34,6.62,4.61,3.00,1.00,8.22,2.25,1.00,good,rainy,4.97,1.00
6.28,3.01,7.76,8.00,3.00,2.96,4.02,0.00,good,snowy,7.99,6.46
7.22,5.84,12.53,0.00,7.00,3.78,1.52,1.00,good,sunny,7.07,1.00
9.42,3.29,57.36,1.00,7.00,1.69,3.34,2.00,average,rainy,10.00,1.00
8.35,5.20,53.69,3.00,3.00,3.74,2.08,1.00,average,rainy,10.00,1.00
6.60,2.47,4.64,1.00,7.00,5.41,1.91,1.00,poor,cloudy,6.32,1.00
5.66,1.41,8.87,4.00,2.00,0.77,1.71,0.00,average,rainy,8.17,1.51
3.77,4.23,3.24,4.00,5.00,5.87,1.15,3.00,poor,cloudy,5.02,5.20
5.92,4.75,14.27,0.00,2.00,4.06,2.37,0.00,average,rainy,7.21,1.00
6.68,4.20,12.35,1.00,4.00,4.87,2.21,2.00,good,sunny,7.11,1.00
5.52,2.63,46.20,6.00,5.00,2.66,0.43,1.00,average,sunny,10.00,4.58
6.80,4.20,53.19,5.00,3.00,4.80,0.00,0.00,poor,sunny,10.00,2.76
7.12,5.54,9.68,2.00,4.00,8.36,1.69,1.00,average,sunny,5.31,1.00
6.66,4.91,13.54,3.00,5.00,4.20,3.16,0.00,average,sunny,7.57,1.93
6.02,5.37,45.31,7.00,2.00,0.57,2.22,0.00,average,snowy,10.00,4.50
7.25,3.66,32.87,1.00,5.00,7.43,0.70,1.00,average,sunny,10.00,1.00
7.66,7.34,0.07,4.00,6.00,6.08,0.23,2.00,average,rainy,4.95,3.21
5.36,2.65,7.72,3.00,2.00,5.19,3.15,2.00,good,cloudy,6.81,2.39
9.12,5.98,10.96,2.00,5.00,6.14,0.35,0.00,average,snowy,6.68,1.00
6.85,7.36,5.22,2.00,5.00,5.17,2.76,0.00,good,rainy,5.83,1.40
7.03,5.96,4.45,3.00,7.00,8.29,2.57,1.00,average,sunny,5.23,3.27
8.06,4.59,0.77,6.00,8.00,6.50,3.63,0.00,average,sunny,5.93,4.62
7.35,3.94,20.62,4.00,7.00,4.09,1.37,2.00,good,rainy,9.39,2.58
8.43,7.07,6.09,1.00,4.00,7.98,2.94,1.00,average,snowy,5.82,1.00
7.43,2.15,1.08,3.00,7.00,8.64,3.40,1.00,poor,cloudy,6.40,1.72
6.08,3.06,5.25,3.00,6.00,6.82,0.66,1.00,poor,cloudy,6.07,2.23
7.54,4.20,32.38,1.00,7.00,5.81,2.13,1.00,good,cloudy,10.00,1.00
5.28,7.48,38.14,2.00,5.00,3.29,1.96,1.00,average,cloudy,10.00,1.30
7.16,5.76,13.20,1.00,5.00,6.37,0.94,0.00,average,sunny,7.77,1.00
6.95,3.06,10.76,2.00,5.00,5.78,2.26,0.00,poor,snowy,7.93,1.00
6.69,4.38,76.20,4.00,7.00,4.95,0.83,0.00,poor,sunny,10.00,3.66
6.81,3.77,4.48,0.00,5.00,6.40,2.38,4.00,good,snowy,5.96,1.00
4.18,3.58,4.85,2.00,2.00,5.17,4.17,0.00,good,cloudy,5.53,1.00
6.18,6.96,6.90,0.00,4.00,6.10,1.80,2.00,average,rainy,4.41,1.00
7.14,2.26,3.79,5.00,7.00,7.07,1.91,1.00,average,rainy,6.52,4.32
7.24,8.22,9.54,1.00,7.00,2.34,3.42,0.00,good,sunny,6.76,1.00
5.46,6.66,48.35,1.00,6.00,2.95,3.26,0.00,average,rainy,10.00,1.00
8.90,7.18,19.11,1.00,3.00,3.18,1.38,1.00,good,sunny,8.39,1.00
5.70,4.07,10.62,5.00,1.00,8.88,2.69,4.00,poor,sunny,6.90,3.95
8.45,4.70,54.49,2.00,4.00,6.27,0.00,1.00,average,snowy,10.00,1.00
7.64,2.13,0.99,2.00,9.00,6.45,1.00,1.00,good,cloudy,6.58,2.53
6.03,3.95,4.72,2.00,5.00,7.26,3.07,1.00,average,cloudy,5.85,2.05
9.66,5.99,16.69,1.00,4.00,2.91,1.49,0.00,good,cloudy,8.78,1.00
5.21,7.59,19.12,2.00,4.00,0.92,1.80,3.00,average,cloudy,7.38,1.95
8.38,2.79,0.81,1.00,7.00,4.87,1.08,1.00,poor,snowy,6.99,1.00
8.50,4.27,10.32,8.00,4.00,6.80,0.92,2.00,good,cloudy,6.87,5.89
5.99,4.70,20.95,10.00,6.00,4.60,0.00,2.00,poor,cloudy,8.23,9.68
9.09,2.21,23.95,3.00,2.00,2.26,1.64,4.00,good,rainy,10.00,1.00
6.62,6.18,20.33,3.00,7.00,3.19,2.47,0.00,good,cloudy,8.31,1.49
7.43,3.55,7.73,5.00,3.00,2.64,2.25,0.00,good,cloudy,8.23,2.51
7.39,4.61,1.96,0.00,3.00,3.78,1.17,1.00,good,sunny,5.46,1.00
6.80,4.10,11.14,2.00,6.00,2.68,0.57,3.00,average,sunny,7.95,1.25
8.22,3.42,2.76,3.00,4.00,5.29,1.63,0.00,average,cloudy,6.76,1.00
8.19,4.99,58.99,1.00,7.00,3.90,0.67,2.00,good,sunny,10.00,1.00
4.38,4.57,12.89,0.00,6.00,6.27,1.23,2.00,poor,rainy,6.22,1.00
8.96,4.26,7.63,1.00,8.00,3.05,2.13,1.00,poor,rainy,7.66,1.00
4.51,3.54,29.07,2.00,3.00,5.51,1.13,0.00,average,rainy,10.00,1.00
8.55,5.64,13.78,0.00,5.00,4.92,3.29,2.00,poor,snowy,7.68,1.00
8.69,8.31,7.42,6.00,6.00,5.79,0.95,3.00,good,rainy,5.10,4.77
5.36,5.28,33.42,5.00,3.00,6.07,1.40,0.00,average,cloudy,10.00,3.46
6.38,6.99,40.37,3.00,4.00,6.29,2.85,0.00,average,rainy,10.00,1.83
5.34,2.22,22.36,3.00,8.00,6.66,2.69,0.00,average,rainy,9.47,3.32
6.68,5.32,0.96,1.00,4.00,6.08,2.52,0.00,good,rainy,4.95,1.00
6.54,2.81,16.71,2.00,4.00,5.60,1.36,1.00,good,rainy,7.86,1.00
8.17,2.05,28.82,6.00,4.00,3.67,2.58,2.00,poor,sunny,10.00,3.45
8.97,3.52,2.94,2.00,4.00,6.70,2.79,2.00,good,rainy,7.25,1.00
9.09,7.38,5.19,5.00,8.00,3.61,2.44,0.00,average,rainy,5.21,2.91
6.16,6.90,42.83,5.00,7.00,4.42,1.97,1.00,average,sunny,10.00,5.83
6.69,5.49,0.41,2.00,7.00,3.28,2.58,1.00,good,sunny,5.08,1.00
4.47,1.93,27.95,5.00,5.00,3.24,1.92,0.00,average,snowy,10.00,4.31
5.79,4.61,12.84,5.00,7.00,4.37,2.40,0.00,average,cloudy,7.86,4.39
8.45,5.60,11.84,4.00,4.00,4.53,2.07,3.00,average,snowy,7.90,1.26
9.42,5.35,0.14,4.00,7.00,3.37,0.49,0.00,poor,sunny,6.01,1.99
5.15,1.31,34.23,1.00,2.00,5.04,1.42,0.00,poor,sunny,10.00,1.00
6.11,3.22,8.92,0.00,2.00,5.31,4.08,1.00,poor,sunny,8.12,1.00
6.96,4.87,15.56,1.00,5.00,3.91,0.06,0.00,average,snowy,8.50,1.00
7.42,6.07,22.62,1.00,5.00,9.58,3.55,1.00,poor,rainy,8.66,1.00
5.79,0.61,24.26,4.00,8.00,5.67,2.63,3.00,average,cloudy,10.00,4.53
7.64,4.68,62.46,1.00,6.00,5.24,2.03,1.00,average,cloudy,10.00,1.00
6.29,5.29,15.16,4.00,5.00,3.65,0.32,1.00,good,rainy,8.30,2.64
6.98,6.70,10.21,3.00,8.00,5.28,2.00,2.00,average,cloudy,5.97,2.56
7.82,6.39,61.45,1.00,5.00,5.48,1.25,2.00,good,rainy,10.00,1.00
7.01,6.17,20.55,7.00,7.00,4.99,3.19,2.00,poor,snowy,8.54,5.32
6.35,3.40,7.08,2.00,4.00,7.84,1.33,0.00,good,sunny,5.25,1.00
6.84,1.18,2.70,7.00,7.00,1.60,1.72,1.00,poor,rainy,8.19,5.43
6.87,4.21,36.97,3.00,6.00,4.24,2.25,1.00,good,rainy,10.00,2.79
6.44,7.00,8.99,4.00,5.00,6.43,1.36,1.00,average,sunny,4.72,2.72
6.61,7.79,21.60,3.00,3.00,3.21,2.96,1.00,average,sunny,7.97,1.14
9.40,6.42,12.73,3.00,5.00,1.91,1.70,0.00,average,cloudy,7.38,1.00
7.84,5.86,4.44,2.00,5.00,3.96,0.12,0.00,poor,rainy,5.23,1.00
6.56,5.76,18.41,3.00,4.00,7.09,2.15,1.00,good,sunny,7.81,1.75
8.05,3.89,1.25,3.00,1.00,3.25,2.81,2.00,good,cloudy,6.38,1.00
6.50,4.74,10.67,4.00,6.00,4.29,3.44,0.00,poor,snowy,7.15,3.53
8.76,8.34,15.82,2.00,6.00,5.84,2.55,0.00,good,rainy,6.59,1.00
7.55,3.11,11.46,1.00,7.00,3.84,3.15,1.00,poor,snowy,8.67,1.00
6.84,8.23,27.62,3.00,8.00,4.12,2.49,0.00,good,sunny,8.87,2.45
7.67,4.36,35.20,5.00,7.00,3.70,1.04,0.00,good,sunny,10.00,4.75
4.64,7.65,29.50,5.00,1.00,3.86,1.22,3.00,poor,rainy,8.65,4.15
5.31,2.19,0.79,1.00,5.00,2.67,0.00,0.00,average,snowy,5.31,1.00
5.21,6.17,4.32,1.00,4.00,4.49,1.78,0.00,average,sunny,5.06,1.00
7.21,3.53,15.38,5.00,8.00,7.13,2.65,1.00,average,rainy,8.22,5.00
9.60,2.17,54.61,2.00,3.00,8.17,0.42,1.00,good,rainy,10.00,1.00
10.35,5.44,36.03,9.00,1.00,7.50,3.29,1.00,average,rainy,10.00,5.17
7.96,7.02,36.97,1.00,2.00,5.28,1.90,2.00,good,sunny,10.00,1.00
7.75,3.31,7.23,5.00,3.00,8.32,1.10,1.00,poor,sunny,6.99,4.43
4.30,2.00,11.22,7.00,7.00,9.61,0.42,1.00,average,rainy,5.30,8.53
6.19,4.82,12.72,4.00,4.00,5.36,3.66,0.00,average,cloudy,7.82,3.17
5.82,4.83,3.42,4.00,7.00,3.02,3.18,1.00,good,rainy,5.34,3.63
6.07,6.10,0.63,2.00,11.00,7.62,1.60,2.00,poor,rainy,3.65,3.30
6.75,6.90,58.71,5.00,3.00,2.59,2.93,0.00,good,rainy,10.00,3.01
6.29,4.88,5.51,4.00,7.00,3.23,1.79,2.00,average,cloudy,5.84,3.52
4.03,8.71,5.49,7.00,5.00,0.83,1.40,0.00,average,snowy,3.69,6.50
8.12,5.45,1.74,3.00,9.00,6.45,1.35,1.00,average,sunny,5.21,2.64
5.39,4.31,52.76,5.00,5.00,0.37,1.77,0.00,good,sunny,10.00,3.56
7.36,1.78,17.34,5.00,7.00,6.99,1.60,2.00,average,snowy,9.52,4.56
10.11,4.47,21.99,2.00,4.00,8.62,2.06,1.00,average,rainy,9.30,1.00
5.62,4.33,48.51,4.00,3.00,8.46,3.61,0.00,average,rainy,10.00,3.38
3.20,6.92,8.48,2.00,5.00,2.47,4.28,1.00,average,sunny,5.04,1.95
6.57,5.92,19.43,4.00,4.00,1.27,0.80,2.00,poor,rainy,9.06,1.38
8.65,2.64,0.79,0.00,8.00,3.72,2.46,1.00,good,snowy,6.94,1.00
9.94,5.34,4.13,3.00,4.00,6.76,2.21,3.00,average,sunny,6.01,1.00
5.16,6.34,35.59,5.00,3.00,7.41,2.53,0.00,good,cloudy,10.00,4.48
7.75,8.06,29.11,3.00,5.00,6.33,1.55,0.00,average,rainy,9.39,1.00
6.30,6.78,8.64,2.00,2.00,6.06,2.54,1.00,average,snowy,6.03,1.00
6.84,6.52,9.46,2.00,6.00,9.72,0.62,0.00,average,sunny,6.00,1.91
10.97,5.12,15.25,5.00,6.00,4.04,5.38,1.00,average,sunny,10.00,2.20
4.75,5.78,0.00,1.00,3.00,3.44,2.29,1.00,good,cloudy,3.13,1.00
7.38,7.50,5.52,1.00,4.00,2.62,2.73,1.00,good,rainy,5.30,1.00
7.70,2.33,4.67,3.00,5.00,5.87,0.88,1.00,poor,cloudy,7.22,1.57
8.63,4.30,5.77,4.00,7.00,4.64,1.30,1.00,good,snowy,6.87,3.17
7.15,3.45,32.79,1.00,6.00,6.65,0.53,1.00,average,sunny,10.00,1.00
7.46,5.76,6.56,7.00,3.00,4.10,3.46,0.00,good,sunny,5.33,4.40
6.41,7.46,4.25,1.00,6.00,6.26,0.89,1.00,average,cloudy,4.45,1.00
7.40,3.81,14.03,2.00,3.00,4.23,1.81,0.00,poor,cloudy,7.65,1.00
6.49,0.22,40.15,2.00,6.00,4.67,1.86,4.00,average,cloudy,10.00,1.37
7.93,4.18,5.52,5.00,2.00,4.86,2.47,2.00,average,rainy,6.37,2.44
6.45,6.83,1.64,3.00,3.00,1.60,0.71,1.00,good,sunny,4.67,1.00
7.57,6.08,8.81,2.00,4.00,4.72,2.86,0.00,poor,rainy,5.75,1.00
6.96,5.86,27.54,4.00,11.00,6.12,3.24,2.00,poor,snowy,9.39,4.24
8.69,4.44,16.00,2.00,5.00,3.02,1.34,0.00,poor,rainy,9.98,1.00
6.92,2.44,33.94,2.00,4.00,8.82,1.96,1.00,average,cloudy,10.00,1.00
4.34,6.03,64.17,5.00,3.00,5.01,2.63,2.00,average,snowy,10.00,4.25
8.89,3.33,31.47,2.00,2.00,3.75,2.26,1.00,average,snowy,10.00,1.00
5.64,9.37,18.52,4.00,7.00,3.69,1.00,1.00,average,rainy,6.05,3.52
6.02,6.14,13.60,0.00,4.00,7.74,2.70,4.00,poor,rainy,6.18,1.00
6.11,3.84,0.82,8.00,1.00,3.35,3.51,1.00,average,cloudy,5.36,6.15
9.06,3.78,83.11,1.00,0.00,5.60,3.51,1.00,poor,cloudy,10.00,1.00
3.80,4.81,9.67,5.00,6.00,6.77,2.58,2.00,good,snowy,4.44,6.09
11.71,4.52,3.30,2.00,5.00,6.11,2.77,0.00,good,cloudy,7.78,1.00
8.58,7.23,21.97,5.00,5.00,3.87,1.61,1.00,good,sunny,8.87,3.31
7.33,5.37,6.69,1.00,9.00,6.68,1.08,0.00,good,sunny,5.68,1.00
6.92,3.54,17.63,4.00,1.00,5.31,1.93,0.00,good,snowy,9.46,1.24
7.43,8.78,17.67,3.00,2.00,1.56,4.26,3.00,average,rainy,7.90,1.00
7.78,5.10,11.80,3.00,5.00,7.45,1.47,1.00,average,rainy,6.87,1.83
7.97,6.54,36.17,2.00,4.00,3.77,2.43,0.00,good,sunny,10.00,1.00
7.83,3.78,6.16,2.00,5.00,4.65,2.38,1.00,average,rainy,7.83,1.00
7.13,5.73,11.91,2.00,8.00,5.62,1.63,1.00,average,cloudy,6.20,2.03
6.70,5.62,15.43,5.00,7.00,3.94,3.48,0.00,average,sunny,8.29,4.27
6.77,1.22,21.79,4.00,5.00,6.51,3.59,1.00,good,snowy,9.89,2.76
6.71,9.03,30.65,2.00,6.00,2.79,4.67,2.00,good,rainy,10.00,1.18
8.70,7.58,10.04,4.00,4.00,3.85,1.20,1.00,average,snowy,7.03,2.03
7.89,4.21,20.77,6.00,4.00,7.45,2.41,3.00,good,snowy,8.41,4.93
2.59,2.80,3.26,6.00,5.00,5.05,2.09,2.00,good,rainy,5.04,6.43
7.98,5.70,53.96,2.00,5.00,2.89,1.31,2.00,average,rainy,10.00,1.00
7.29,5.17,9.66,1.00,3.00,5.16,1.33,2.00,good,sunny,7.16,1.00
6.97,5.71,26.15,2.00,6.00,5.80,2.17,0.00,good,sunny,9.86,1.39
6.42,5.38,0.41,2.00,8.00,1.83,1.53,2.00,poor,snowy,4.72,1.72
8.69,6.01,4.59,4.00,3.00,8.31,1.02,0.00,average,snowy,5.18,1.16
8.42,7.89,13.35,2.00,6.00,8.58,2.12,1.00,average,sunny,6.89,1.00
5.84,6.14,42.12,3.00,3.00,5.24,0.89,0.00,average,snowy,10.00,1.06
7.61,2.90,14.98,3.00,8.00,4.60,1.53,2.00,good,cloudy,9.32,2.96
5.54,7.73,53.15,4.00,3.00,5.05,2.36,2.00,average,rainy,10.00,3.04
4.93,8.28,13.23,2.00,11.00,6.79,1.86,0.00,average,rainy,4.28,3.39
6.06,11.30,13.48,2.00,8.00,5.91,1.74,1.00,good,cloudy,3.11,2.72
8.29,2.75,2.55,2.00,10.00,5.48,3.81,4.00,good,sunny,6.43,2.65
8.43,5.49,32.46,1.00,7.00,7.76,3.40,1.00,poor,sunny,10.00,1.00
7.77,0.84,5.67,4.00,9.00,7.26,2.08,2.00,good,snowy,7.07,4.47
8.09,6.11,45.97,1.00,7.00,3.08,0.99,0.00,poor,snowy,10.00,1.00
7.77,3.90,48.34,4.00,8.00,6.77,2.81,1.00,average,sunny,10.00,3.54
6.04,8.85,57.40,7.00,8.00,7.30,4.53,2.00,good,snowy,10.00,7.61
7.65,3.45,14.69,4.00,4.00,5.56,3.36,0.00,good,cloudy,8.48,2.42
8.20,1.62,22.61,2.00,5.00,6.20,0.70,2.00,good,rainy,10.00,1.00
8.13,4.06,30.15,2.00,6.00,4.39,1.80,2.00,poor,cloudy,10.00,1.00
8.78,1.05,2.81,6.00,5.00,2.59,1.27,3.00,poor,rainy,8.54,3.80
8.06,6.50,18.37,1.00,2.00,8.77,1.07,0.00,good,rainy,8.28,1.00
7.53,0.87,0.70,2.00,5.00,2.32,3.14,0.00,poor,snowy,7.90,1.00
8.61,5.06,13.77,3.00,3.00,8.36,3.11,2.00,poor,snowy,8.77,1.09
6.96,0.84,3.36,2.00,7.00,4.87,3.78,0.00,good,rainy,7.80,1.00
5.68,4.36,4.04,6.00,1.00,7.49,2.68,0.00,average,snowy,4.70,3.73
6.76,8.29,9.08,3.00,1.00,5.05,1.96,2.00,average,cloudy,6.17,1.00
5.88,5.72,11.33,3.00,3.00,6.87,2.19,0.00,poor,sunny,6.00,1.00
